20,12,,,,,,,,Cno3,Gmaj,A-maj7,E-maj,D-maj,Cmin7,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,0.9709505944546686,#########,_GmajDmajFmajA-majGmajCno3Cmin7D-majE-majA-maj7GmajCno3
13,5,,,,,,,,,,,,,,,Cno3,Gmaj,Cmaj,Amin7,Gmaj6,1.1401156785146092,#,_Gmaj6Amin7CmajGmajCno3
16,16,,,,Cno3,Gno3,Ano3,Fno3,Gno3,Cno3,Gno3,Ano3,Fno3,Gno3,Cno3,Gno3,Ano3,Fno3,Gno3,Cno3,0.9544340029249649,##########,_Cno3Gno3Fno3Ano3Gno3Cno3Gno3Fno3Ano3Gno3Cno3Gno3Fno3Ano3Gno3Cno3
14,4,,,,,,,,,,,,,,,,Csus4,A-maj7,Gsus4,G7,1.3787834934861756,##,_G7Gsus4A-maj7Csus4
11,9,,,,,,,,,,,Csus4,Cmaj,C7,Fmaj,Cmaj,G7,Cmaj,G7,Cmaj,1.4353713907745331,#####,_CmajG7CmajG7CmajFmajC7CmajCsus4
27,8,,,,,,,,,,,,Csus4,Cmaj,Cmaj7,Amin7,Gsus4,Gmaj,B-maj7,Bhdim,0.9182958340544896,####,_BhdimB-maj7GmajGsus4Amin7Cmaj7CmajCsus4
176,4,,,,,,,,,,,,,,,,Csus4,Cmaj,Csus4,Cmaj,1.3438722247178496,#,_CmajCsus4CmajCsus4
10,6,,,,,,,,,,,,,,Csus4,Cmaj,Csus4,Cmaj,Fsus4,Fmaj,1.5219280948873621,#,_FmajFsus4CmajCsus4CmajCsus4
10,4,,,,,,,,,,,,,,,,Csus4,Cmaj,Fsus4,Fmaj,1.5219280948873621,#,_FmajFsus4CmajCsus4
10,6,,,,,,,,,,,,,,Csus4,Fmaj6,Fmin7,Cmaj,Fmin6,G7,0.9709505944546686,####,_G7Fmin6CmajFmin7Fmaj6Csus4
20,4,,,,,,,,,,,,,,,,D,Fmaj,Cmaj,Dmin,1.1567796494470395,##,_DminCmajFmajD
14,10,,,,,,,,,,D,Fmaj,Cmaj,Dmin,Cmaj,Dmaj,D,Fmaj,Cmaj,Dmin,1.3787834934861758,#####,_DminCmajFmajDDmajCmajDminCmajFmajD
24,7,,,,,,,,,,,,,D-maj,A-maj,D-maj,G-maj,D-maj,A-maj,D-maj,1.188721875540867,##,_D-majA-majD-majG-majD-majA-majD-maj
16,11,,,,,,,,,D-maj,A-maj,D-maj,G-maj,D-maj,A-maj,D-maj,G-maj,D-maj,A-maj,D-maj,1.4056390622295662,###,_D-majA-majD-majG-majD-majA-majD-majG-majD-majA-majD-maj
10,9,,,,,,,,,,,D-maj,A-maj,G-maj,D-maj,G-maj,D-maj,G-maj,D-maj,A-maj,1.5219280948873621,######,_A-majD-majG-majD-majG-majD-majG-majA-majD-maj
20,8,,,,,,,,,,,,D-maj,Cmin7,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,0.9709505944546686,######,_GmajDmajFmajA-majGmajCno3Cmin7D-maj
20,4,,,,,,,,,,,,,,,,D-maj,D-sus4,D-maj,D-sus4,0.9219280948873623,#,_D-sus4D-majD-sus4D-maj
16,6,,,,,,,,,,,,,,D-maj,D-sus4,D-maj,D-sus4,D-maj,D-sus4,1.061278124459133,#,_D-sus4D-majD-sus4D-majD-sus4D-maj
12,8,,,,,,,,,,,,D-maj,D-sus4,D-maj,D-sus4,D-maj,D-sus4,D-maj,D-sus4,1.2516291673878228,#,_D-sus4D-majD-sus4D-majD-sus4D-majD-sus4D-maj
16,9,,,,,,,,,,,D-maj,G-maj,D-maj,A-maj,D-maj,G-maj,D-maj,A-maj,D-maj,1.4056390622295662,##,_D-majA-majD-majG-majD-majA-majD-majG-majD-maj
10,11,,,,,,,,,D-maj,G-maj,D-maj,A-maj,G-maj,D-maj,G-maj,D-maj,G-maj,D-maj,A-maj,1.5219280948873621,######,_A-majD-majG-majD-majG-majD-majG-majA-majD-majG-majD-maj
16,6,,,,,,,,,,,,,,D-maj,G-maj,D-maj,G-maj,D-maj,A-maj,1.2987949406953985,##,_A-majD-majG-majD-majG-majD-maj
10,13,,,,,,,D-maj,G-maj,D-maj,G-maj,D-maj,A-maj,G-maj,D-maj,G-maj,D-maj,G-maj,D-maj,A-maj,1.5219280948873621,######,_A-majD-majG-majD-majG-majD-majG-majA-majD-majG-majD-majG-majD-maj
10,4,,,,,,,,,,,,,,,,D-maj7,E-maj7,B-sus4,Csus4,1.5219280948873621,#,_Csus4B-sus4E-maj7D-maj7
23,4,,,,,,,,,,,,,,,,D-no3,Cno3,D-no3,Cno3,0.997626791896466,#,_Cno3D-no3Cno3D-no3
20,3,,,,,,,,,,,,,,,,,D-sus4,D-maj,D-sus4,0.9219280948873623,#,_D-sus4D-majD-sus4
16,5,,,,,,,,,,,,,,,D-sus4,D-maj,D-sus4,D-maj,D-sus4,1.061278124459133,#,_D-sus4D-majD-sus4D-majD-sus4
12,7,,,,,,,,,,,,,D-sus4,D-maj,D-sus4,D-maj,D-sus4,D-maj,D-sus4,1.2516291673878228,#,_D-sus4D-majD-sus4D-majD-sus4D-majD-sus4
13,5,,,,,,,,,,,,,,,D7,F7,D7,F7,D7,1.1401156785146092,#,_D7F7D7F7D7
15,7,,,,,,,,,,,,,D7,G7,Cmaj,A7,D7,G7,Cmaj,1.7464657985040721,##,_CmajG7D7A7CmajG7D7
18,9,,,,,,,,,,,Ddim7,Fdim7,Cmaj,Emin,Dmin,Fmin,Cmaj,Amaj,Dmin,1.224394445405986,########,_DminAmajCmajFminDminEminCmajFdim7Ddim7
18,3,,,,,,,,,,,,,,,,,Dhdim,C7,Csus4,1.0,#,_Csus4C7Dhdim
12,4,,,,,,,,,,,,,,,,Dhdim,Cno3,Fmaj,Cmaj,1.4591479170272448,##,_CmajFmajCno3Dhdim
24,13,,,,,,,Dmaj,Cmaj,Dmaj,Cmaj,Dmaj,Cmaj,Dmaj,Cmaj,Dmaj,Cmaj,Dmaj,Cmaj,Dmaj,1.0553532192449844,##,_DmajCmajDmajCmajDmajCmajDmajCmajDmajCmajDmajCmajDmaj
19,15,,,,,Dmaj,Cmaj,Dmaj,Cmaj,Dmaj,Cmaj,Dmaj,Cmaj,Dmaj,Cmaj,Dmaj,Cmaj,Dmaj,Cmaj,Dmaj,1.2319817814011405,#,_DmajCmajDmajCmajDmajCmajDmajCmajDmajCmajDmajCmajDmajCmajDmaj
20,9,,,,,,,,,,,Dmaj,Cmaj,Dmaj,Cmaj,Gmaj,Dmaj,Cmaj,Dmaj,Cmaj,0.9709505944546686,####,_CmajDmajCmajDmajGmajCmajDmajCmajDmaj
10,8,,,,,,,,,,,,Dmaj,Cmaj,Dmaj,Cno3,Cmaj,Dmaj,Cmaj,Dmaj,1.0,####,_DmajCmajDmajCmajCno3DmajCmajDmaj
16,5,,,,,,,,,,,,,,,Dmaj,Cmaj,Gmaj,Cmaj,Gmaj,2.3522170014624826,#,_GmajCmajGmajCmajDmaj
20,7,,,,,,,,,,,,,Dmaj,Cmaj,Gmaj,Dmaj,Cmaj,Dmaj,Cmaj,0.9709505944546686,##,_CmajDmajCmajDmajGmajCmajDmaj
10,6,,,,,,,,,,,,,,Dmaj,Cno3,Cmaj,Dmaj,Cmaj,Dmaj,1.0,####,_DmajCmajDmajCmajCno3Dmaj
20,5,,,,,,,,,,,,,,,Dmaj,D,Fmaj,Cmaj,Dmin,1.1567796494470395,##,_DminCmajFmajDDmaj
14,11,,,,,,,,,Dmaj,D,Fmaj,Cmaj,Dmin,Cmaj,Dmaj,D,Fmaj,Cmaj,Dmin,1.3787834934861758,#####,_DminCmajFmajDDmajCmajDminCmajFmajDDmaj
12,6,,,,,,,,,,,,,,Dmaj,Fmaj,Cmaj,Dmaj,Fmaj,Cmaj,1.9182958340544896,##,_CmajFmajDmajCmajFmajDmaj
12,14,,,,,,Dmaj,Gmaj,Cno3,Gmaj,A-maj7,E-maj,D-maj,Cmin7,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,0.9182958340544896,##########,_GmajDmajFmajA-majGmajCno3Cmin7D-majE-majA-maj7GmajCno3GmajDmaj
21,5,,,,,,,,,,,,,,,Dmaj,Gmaj,Dmaj,Gmaj,Dmaj,1.4519076150714063,#,_DmajGmajDmajGmajDmaj
12,8,,,,,,,,,,,,Dmin,Amin,B-maj,Fmaj,Amin,Emaj,Cmaj,Gmaj,1.0,####,_GmajCmajEmajAminFmajB-majAminDmin
10,6,,,,,,,,,,,,,,Dmin,Amin7,Gmaj,Dmin,Amin7,Gmaj,1.360964047443681,##,_GmajAmin7DminGmajAmin7Dmin
10,18,,Dmin,B-maj,Cmaj,Dmin,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,1.5219280948873621,#############,_CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7CmajB-majDminCmajB-majDmin
10,15,,,,,Dmin,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,1.5219280948873621,###########,_CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7CmajB-majDmin
20,4,,,,,,,,,,,,,,,,Dmin,Cmaj,Cmin7,Dmin,1.6477309221191607,#,_DminCmin7CmajDmin
10,7,,,,,,,,,,,,,Dmin,Cmaj,Cmin7,Dmin,Cmaj,Cmin7,Dmin,1.1567796494470395,##,_DminCmin7CmajDminCmin7CmajDmin
18,7,,,,,,,,,,,,,Dmin,Cmaj,Dmaj,D,Fmaj,Cmaj,Dmin,1.224394445405986,####,_DminCmajFmajDDmajCmajDmin
12,13,,,,,,,Dmin,Cmaj,Dmaj,D,Fmaj,Cmaj,Dmin,Cmaj,Dmaj,D,Fmaj,Cmaj,Dmin,0.9182958340544896,#####,_DminCmajFmajDDmajCmajDminCmajFmajDDmajCmajDmin
12,8,,,,,,,,,,,,Dmin,Cmaj,Dmin,Cmaj,Fmaj,Cmaj,Dmin,Cmaj,1.280672129520887,###,_CmajDminCmajFmajCmajDminCmajDmin
12,12,,,,,,,,Dmin,Cmaj,Dmin,Ddim7,Fdim7,Cmaj,Emin,Dmin,Fmin,Cmaj,Amaj,Dmin,1.4591479170272448,########,_DminAmajCmajFminDminEminCmajFdim7Ddim7DminCmajDmin
12,6,,,,,,,,,,,,,,Dmin,Cmaj,Fmaj,Cmaj,Dmin,Cmaj,1.280672129520887,#,_CmajDminCmajFmajCmajDmin
10,4,,,,,,,,,,,,,,,,Dmin,Cmaj,G7,Cmaj,2.1709505944546685,#,_CmajG7CmajDmin
18,10,,,,,,,,,,Dmin,Ddim7,Fdim7,Cmaj,Emin,Dmin,Fmin,Cmaj,Amaj,Dmin,1.224394445405986,########,_DminAmajCmajFminDminEminCmajFdim7Ddim7Dmin
10,7,,,,,,,,,,,,,Dmin,E-maj,Fmaj,Gmaj,A-maj,Gmaj,Cmin,0.9709505944546686,####,_CminGmajA-majGmajFmajE-majDmin
20,5,,,,,,,,,,,,,,,Dmin,Emin7,Dmin7,Amin,Gmaj,0.9917601481809734,##,_GmajAminDmin7Emin7Dmin
15,10,,,,,,,,,,Dmin,Emin7,Dmin7,Amin,Gmaj,Dmin,Emin7,Dmin7,Amin,Gmaj,1.1589385323502772,####,_GmajAminDmin7Emin7DminGmajAminDmin7Emin7Dmin
10,15,,,,,Dmin,Emin7,Dmin7,Amin,Gmaj,Dmin,Emin7,Dmin7,Amin,Gmaj,Dmin,Emin7,Dmin7,Amin,Gmaj,1.360964047443681,####,_GmajAminDmin7Emin7DminGmajAminDmin7Emin7DminGmajAminDmin7Emin7Dmin
10,10,,,,,,,,,,Dmin,Fmaj,B-maj,Fmaj,Cmaj,Fmaj,Amin,Dmin,Fmaj,Cmaj,0.9709505944546686,######,_CmajFmajDminAminFmajCmajFmajB-majFmajDmin
26,8,,,,,,,,,,,,Dmin,Fmaj,Gmaj,Cmaj,Dmin,Fmaj,Gmaj,Cmaj,1.1160762796829877,##,_CmajGmajFmajDminCmajGmajFmajDmin
12,13,,,,,,,Dmin,Fmaj,Gmaj,Cmaj,Dmin,Fmaj,Gmaj,Cmaj,Dmin,Fmaj,Gmaj,Cmaj,Dmin,0.9182958340544896,###,_DminCmajGmajFmajDminCmajGmajFmajDminCmajGmajFmajDmin
26,5,,,,,,,,,,,,,,,Dmin,Fmin,Cmaj,Amaj,Dmin,1.1401156785146092,##,_DminAmajCmajFminDmin
12,16,,,,Dmin,Fmin,Cmaj,Amaj,Dmin,Cmaj,Dmin,Ddim7,Fdim7,Cmaj,Emin,Dmin,Fmin,Cmaj,Amaj,Dmin,1.4591479170272448,#########,_DminAmajCmajFminDminEminCmajFdim7Ddim7DminCmajDminAmajCmajFminDmin
13,6,,,,,,,,,,,,,,Dmin,G7,Cmaj,Cmaj7,Fmaj,Dmin,0.961236604722876,#,_DminFmajCmaj7CmajG7Dmin
24,7,,,,,,,,,,,,,Dmin,Gmaj,Cmaj,Amin,Dmin,Gmaj,Cmaj,1.9657706741379202,#,_CmajGmajDminAminCmajGmajDmin
10,10,,,,,,,,,,Dmin,Gmaj,Cmaj,Amin,Dmin,Gmaj,Cmaj,Amin,Dmin,Gmaj,1.1567796494470395,#,_GmajDminAminCmajGmajDminAminCmajGmajDmin
19,8,,,,,,,,,,,,Dmin,Gmaj,Cmaj,Fmaj,Dmin,Gmaj,Cmaj,Fmaj,1.0214554656116668,##,_FmajCmajGmajDminFmajCmajGmajDmin
46,4,,,,,,,,,,,,,,,,Dmin,Gmaj,Dmin,Gmaj,2.0000475199470644,#,_GmajDminGmajDmin
10,9,,,,,,,,,,,Dmin,Gmaj,Dmin,Gmaj,Cmaj,Dmin,Gmaj,Dmin,Gmaj,0.9219280948873623,###,_GmajDminGmajDminCmajGmajDminGmajDmin
10,6,,,,,,,,,,,,,,Dmin,Gmaj,Dmin,Gmaj,Dmin,Gmaj,1.8464393446710154,#,_GmajDminGmajDminGmajDmin
27,9,,,,,,,,,,,Dmin,Gsus4,Cmaj,Amin,Fmaj,Dmin,Gsus4,Cmaj,Amin,1.3516441151533922,###,_AminCmajGsus4DminFmajAminCmajGsus4Dmin
15,14,,,,,,Dmin,Gsus4,Cmaj,Amin,Fmaj,Dmin,Gsus4,Cmaj,Amin,Fmaj,Dmin,Gsus4,Cmaj,Amin,1.3709505944546687,####,_AminCmajGsus4DminFmajAminCmajGsus4DminFmajAminCmajGsus4Dmin
10,6,,,,,,,,,,,,,,Dmin,Gsus4,Cmaj7,Dmin,Gsus4,Amin,1.3709505944546687,#,_AminGsus4DminCmaj7Gsus4Dmin
15,8,,,,,,,,,,,,Dmin7,Amin,Gmaj,Dmin,Emin7,Dmin7,Amin,Gmaj,1.1589385323502772,####,_GmajAminDmin7Emin7DminGmajAminDmin7
10,13,,,,,,,Dmin7,Amin,Gmaj,Dmin,Emin7,Dmin7,Amin,Gmaj,Dmin,Emin7,Dmin7,Amin,Gmaj,1.360964047443681,####,_GmajAminDmin7Emin7DminGmajAminDmin7Emin7DminGmajAminDmin7
56,6,,,,,,,,,,,,,,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,1.0622698109081754,##,_CmajB-majDmin7CmajB-majDmin7
44,9,,,,,,,,,,,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,1.2433003685389579,##,_CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7
32,12,,,,,,,,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,1.5016144718101818,##,_CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7
20,15,,,,,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,1.3567796494470397,##,_CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7
14,18,,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,Dmin7,B-maj,Cmaj,1.6644977792004616,##,_CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7CmajB-majDmin7
84,4,,,,,,,,,,,,,,,,Dmin7,Cmaj,Dmin7,Cmaj,0.9637314583736014,#,_CmajDmin7CmajDmin7
21,16,,,,Dmin7,Cmaj,Dmin7,Cmaj,Dmin7,Cmaj,Dmin7,Cmaj,Dmin7,Cmaj,Dmin7,Cmaj,Dmin7,Cmaj,Dmin7,Cmaj,0.9852281360342516,######,_CmajDmin7CmajDmin7CmajDmin7CmajDmin7CmajDmin7CmajDmin7CmajDmin7CmajDmin7
14,6,,,,,,,,,,,,,,Dmin7,Cmaj,Fmaj,Cmaj,Fmaj,Cmaj,0.946372935985442,#,_CmajFmajCmajFmajCmajDmin7
14,11,,,,,,,,,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,0.946372935985442,###,_Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7
10,13,,,,,,,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,Cmaj7,Dmin7,1.1567796494470395,#,_Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7Cmaj7Dmin7
13,14,,,,,,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,0.9912642605354289,########,_Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7
10,18,,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,Fmaj7,Emin7,Dmin7,Cmaj7,1.1567796494470395,###,_Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7Emin7Fmaj7Cmaj7Dmin7
11,4,,,,,,,,,,,,,,,,Dmin7,Emin7,Amin7,Dmin7,1.6858157091530304,#,_Dmin7Amin7Emin7Dmin7
28,4,,,,,,,,,,,,,,,,Dmin7,Fmaj,Dmin7,Fmaj,0.9402859586706309,#,_FmajDmin7FmajDmin7
10,11,,,,,,,,,Dmin7,Fmaj,Dmin7,Fmaj,Dmin7,Fmaj,Fmaj7,Cmaj,Amin7,Fmaj7,Cmaj,1.5219280948873621,####,_CmajFmaj7Amin7CmajFmaj7FmajDmin7FmajDmin7FmajDmin7
10,9,,,,,,,,,,,Dmin7,Fmaj,Dmin7,Fmaj,Fmaj7,Cmaj,Amin7,Fmaj7,Cmaj,1.5219280948873621,####,_CmajFmaj7Amin7CmajFmaj7FmajDmin7FmajDmin7
10,7,,,,,,,,,,,,,Dmin7,Fmaj,Fmaj7,Cmaj,Amin7,Fmaj7,Cmaj,1.5219280948873621,###,_CmajFmaj7Amin7CmajFmaj7FmajDmin7
10,17,,,Dmin7,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Dmin7,Fmaj,Gmaj,Fmaj,Gmaj,Cmaj,Dmin7,Fmaj,Gmaj,Fmaj,Gmaj,0.9219280948873623,#########,_GmajFmajGmajFmajDmin7CmajGmajFmajGmajFmajDmin7CmajGmajFmajGmajFmajDmin7
16,19,Dmin7,Fmaj,Gsus4,Cmaj,Dmin7,Fmaj,Gsus4,Cmaj,Dmin7,Fmaj,Gsus4,Cmaj,Dmin7,Fmaj,Gsus4,Cmaj,Dmin7,Fmaj,Gsus4,1.014097655573916,############,_Gsus4FmajDmin7CmajGsus4FmajDmin7CmajGsus4FmajDmin7CmajGsus4FmajDmin7CmajGsus4FmajDmin7
12,18,,Dmin7,G7,Gmaj,Emin7,Amin7,Dmin7,Gsus4,G7,Emin7,A7,Dmin7,Gmaj,G7,Emin7,A7,Fmaj7,Dmin7,Gsus4,1.4591479170272446,###############,_Gsus4Dmin7Fmaj7A7Emin7G7GmajDmin7A7Emin7G7Gsus4Dmin7Amin7Emin7GmajG7Dmin7
27,16,,,,Dmin7,Gmaj,Cmaj,Amin,Dmin7,Gmaj,Cmaj,Amin,Dmin7,Gmaj,Cmaj,Amin,Dmin7,Gmaj,Cmaj,Amin,0.9451696091196164,#########,_AminCmajGmajDmin7AminCmajGmajDmin7AminCmajGmajDmin7AminCmajGmajDmin7
12,8,,,,,,,,,,,,Dmin7,Gmaj,G7,Emin7,A7,Fmaj7,Dmin7,Gsus4,1.4591479170272446,####,_Gsus4Dmin7Fmaj7A7Emin7G7GmajDmin7
27,9,,,,,,,,,,,Dmin7,Gsus4,Amin7,Emin,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,0.9182958340544896,######,_Gsus4Dmin7Emin7Amin7Fmaj7EminAmin7Gsus4Dmin7
18,16,,,,Dmin7,Gsus4,Amin7,Emin,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,Amin7,Emin,Fmaj7,Amin7,Emin7,Dmin7,Gsus4,1.0,######,_Gsus4Dmin7Emin7Amin7Fmaj7EminAmin7Gsus4Dmin7Emin7Amin7Fmaj7EminAmin7Gsus4Dmin7
12,13,,,,,,,Dmin7,Gsus4,G7,Emin7,A7,Dmin7,Gmaj,G7,Emin7,A7,Fmaj7,Dmin7,Gsus4,1.4591479170272446,#########,_Gsus4Dmin7Fmaj7A7Emin7G7GmajDmin7A7Emin7G7Gsus4Dmin7
24,6,,,,,,,,,,,,,,Dno3,B-no3,Cno3,Dno3,B-no3,Cno3,0.9182958340544896,###,_Cno3B-no3Dno3Cno3B-no3Dno3
16,9,,,,,,,,,,,Dno3,B-no3,Cno3,Dno3,B-no3,Cno3,Dno3,B-no3,Cno3,1.0,##,_Cno3B-no3Dno3Cno3B-no3Dno3Cno3B-no3Dno3
16,4,,,,,,,,,,,,,,,,E-7,A-maj7,B-min7,E-7,0.9544340029249649,#,_E-7B-min7A-maj7E-7
10,6,,,,,,,,,,,,,,E-dim,G7,Cmaj,D7,G7,Cmaj,1.9219280948873623,###,_CmajG7D7CmajG7E-dim
12,5,,,,,,,,,,,,,,,E-maj,A-maj,B-maj,G7,Cmin,1.2516291673878228,#,_CminG7B-majA-majE-maj
18,4,,,,,,,,,,,,,,,,E-maj,A-maj,B-min7,E-maj,0.9182958340544896,#,_E-majB-min7A-majE-maj
12,7,,,,,,,,,,,,,E-maj,A-maj,B-min7,E-maj,A-maj,B-min7,E-maj,1.0,##,_E-majB-min7A-majE-majB-min7A-majE-maj
13,6,,,,,,,,,,,,,,E-maj,A-maj,Cmin,E-maj,A-maj,Cmin,0.9912642605354289,##,_CminA-majE-majCminA-majE-maj
10,9,,,,,,,,,,,E-maj,A-maj,Cmin,E-maj,A-maj,Cmin,E-maj,A-maj,Cmin,0.9219280948873623,##,_CminA-majE-majCminA-majE-majCminA-majE-maj
11,5,,,,,,,,,,,,,,,E-maj,A-maj7,Fmin7,E-no3,B-no3,1.2406705316766886,##,_B-no3E-no3Fmin7A-maj7E-maj
23,5,,,,,,,,,,,,,,,E-maj,B-maj,Cmaj,E-maj,B-maj,1.3015742892816131,#,_B-majE-majCmajB-majE-maj
10,15,,,,,E-maj,B-maj,Fmaj,Cmaj,E-maj,B-maj,Fmaj,Cmaj,E-maj,B-maj,Fmaj,Cmaj,E-maj,B-maj,Fmaj,0.9219280948873623,########,_FmajB-majE-majCmajFmajB-majE-majCmajFmajB-majE-majCmajFmajB-majE-maj
24,7,,,,,,,,,,,,,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,1.1386865525783176,##,_E-majFmajCmajE-majFmajCmajE-maj
19,10,,,,,,,,,,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,1.3372449392958772,##,_E-majFmajCmajE-majFmajCmajE-majFmajCmajE-maj
14,13,,,,,,,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,0.946372935985442,##,_E-majFmajCmajE-majFmajCmajE-majFmajCmajE-majFmajCmajE-maj
11,16,,,,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,Cmaj,Fmaj,E-maj,1.0957952550009338,##,_E-majFmajCmajE-majFmajCmajE-majFmajCmajE-majFmajCmajE-majFmajCmajE-maj
12,5,,,,,,,,,,,,,,,E-maj,Cmin,Fmaj,E-maj,Cmin,1.4591479170272448,#,_CminE-majFmajCminE-maj
20,9,,,,,,,,,,,E-maj,D-maj,Cmin7,Cno3,Gmaj,A-maj,Fmaj,Dmaj,Gmaj,0.9709505944546686,######,_GmajDmajFmajA-majGmajCno3Cmin7D-majE-maj
12,7,,,,,,,,,,,,,E-maj,Fmaj,B-maj,E-maj,Fmaj,B-maj,E-maj,1.207518749639422,##,_E-majB-majFmajE-majB-majFmajE-maj
33,7,,,,,,,,,,,,,E-maj,Fmaj,Cmaj,E-maj,Fmaj,Cmaj,E-maj,1.0379870687018355,#,_E-majCmajFmajE-majCmajFmajE-maj
16,10,,,,,,,,,,E-maj,Fmaj,Cmaj,E-maj,Fmaj,Cmaj,E-maj,Fmaj,Cmaj,E-maj,1.3716407621868583,#,_E-majCmajFmajE-majCmajFmajE-majCmajFmajE-maj
11,13,,,,,,,E-maj,Fmaj,Cmaj,E-maj,Fmaj,Cmaj,E-maj,Fmaj,Cmaj,E-maj,Fmaj,Cmaj,E-maj,1.6858157091530304,##,_E-majCmajFmajE-majCmajFmajE-majCmajFmajE-majCmajFmajE-maj
36,6,,,,,,,,,,,,,,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,0.9787736442562125,##,_Cmaj7FmajE-majCmaj7FmajE-maj
19,15,,,,,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,1.0214554656116668,######,_Cmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-maj
14,18,,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,E-maj,Fmaj,Cmaj7,1.1981174211304033,##,_Cmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-majCmaj7FmajE-maj
10,6,,,,,,,,,,,,,,E-maj,Fmaj,Gmaj,A-maj,Gmaj,Cmin,0.9709505944546686,##,_CminGmajA-majGmajFmajE-maj
12,13,,,,,,,E-maj,Fmin,A-maj,Gmaj,Cmin,E-maj,Fmin,A-maj,Gmaj,Cmin,E-maj,Fmin,A-maj,0.9182958340544896,########,_A-majFminE-majCminGmajA-majFminE-majCminGmajA-majFminE-maj
10,3,,,,,,,,,,,,,,,,,E-maj7,B-sus4,Csus4,1.5219280948873621,#,_Csus4B-sus4E-maj7
